0;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;1
34;2
35;1
36;0
37;1
38;1
39;1
40;3
41;0
42;2
43;1
44;0
45;1
46;1
47;0
48;0
49;0
50;2
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;3
61;0
62;3
63;3
64;3
65;3
66;3
67;3
68;3
69;3
70;3
71;3
72;3
73;3
74;3
75;3
76;3
77;3
78;3
79;3
80;3
81;0
82;3
83;3
84;0
85;3
86;3
87;3
88;3
89;3
90;3
91;3
92;3
93;3
94;3
95;1
96;3
97;3
98;3
99;3
100;3
101;3
102;3
103;3
104;3
105;3
106;3
107;3
108;3
109;3
110;3
111;1
112;3
113;3
114;3
115;3
116;3
117;3
118;3
119;3
120;3
121;3
122;3
123;3
124;3
125;4
126;4
127;4
128;4
129;4
130;4
131;4
132;4
133;4
134;4
135;4
136;4
137;4
138;4
139;4
140;4
141;4
142;4
143;4
144;0
145;4
146;4
147;4
148;4
149;4
150;4
151;4
152;0
153;4
154;4
155;4
156;4
157;4
158;1
159;2
160;4
161;4
162;4
163;1
164;4
165;4
166;4
167;2
168;4
169;4
170;1
171;4
172;4
173;4
174;0
175;0
176;4
177;0
178;4
179;2
180;4
181;4
182;2
183;2
184;4
185;4
186;4
187;4
188;4
189;4
190;4
191;4
192;4
193;4
194;4
195;4
196;4
197;4
198;4
199;4
200;4
201;4
202;4
203;4
204;4
205;4
206;4
207;4
208;4
209;5
210;4
211;4
212;4
213;4
214;4
215;4
216;4
217;4
218;4
219;4
220;4
221;4
222;4
223;4
224;4
225;4
226;4
227;4
228;4
229;4
230;4
231;4
232;4
233;3
234;4
235;4
236;4
237;4
238;4
239;3
240;4
241;3
242;4
243;4
244;4
245;3
246;4
247;4
248;4
249;4
250;6
251;6
252;0
253;6
254;6
255;6
256;6
257;6
258;3
259;3
260;6
261;6
262;6
263;6
264;6
265;6
266;7
267;0
268;0
269;0
270;7
271;0
272;0
273;0
274;7
275;7
276;0
277;3
278;7
279;6
280;6
281;6
282;6
283;6
284;6
285;6
286;6
287;6
288;6
289;6
290;3
291;6
292;3
293;6
294;6
295;6
296;6
297;0
298;7
299;0
300;0
301;6
302;0
303;0
304;0
305;7
306;7
307;6
308;0
309;7
310;7
311;7
312;3
313;3
314;3
315;3
316;3
317;3
318;3
319;3
320;3
321;3
322;3
323;3
324;3
325;3
326;3
327;3
328;3
329;3
330;3
331;3
332;3
333;4
334;3
335;3
336;3
337;3
338;3
339;3
340;3
341;3
342;6
343;3
344;3
345;3
346;6
347;3
348;3
349;6
350;3
351;3
352;3
353;3
354;3
355;3
356;3
357;3
358;3
359;3
360;3
361;1
362;3
363;3
364;3
365;3
366;3
367;3
368;3
369;3
370;3
371;3
372;3
373;6
374;3
375;4
376;4
377;6
378;6
379;4
380;4
381;6
382;4
383;4
384;4
385;4
386;4
387;4
388;4
389;4
390;6
391;7
392;4
393;6
394;2
395;4
396;4
397;6
398;4
399;4
400;4
401;4
402;2
403;4
404;7
405;6
406;6
407;6
408;1
409;6
410;6
411;4
412;6
413;4
414;4
415;4
416;4
417;2
418;6
419;4
420;6
421;4
422;7
423;4
424;7
425;2
426;4
427;2
428;2
429;6
430;7
431;4
432;7
433;2
434;2
435;4
436;2
437;4
438;3
439;4
440;3
441;4
442;3
443;4
444;4
445;4
446;4
447;4
448;4
449;4
450;3
451;4
452;4
453;4
454;3
455;4
456;3
457;4
458;4
459;6
460;2
461;4
462;4
463;4
464;2
465;4
466;4
467;4
468;3
469;4
470;1
471;1
472;4
473;4
474;6
475;4
476;4
477;3
478;6
479;3
480;4
481;3
482;4
483;6
484;3
485;3
486;4
487;4
488;7
489;3
490;6
491;6
492;4
493;4
494;4
495;4
496;4
497;3
498;6
499;4
500;0
501;2
502;1
503;2
504;0
505;0
506;2
507;2
508;2
509;2
510;2
511;2
512;2
513;0
514;1
515;2
516;2
517;2
518;1
519;2
520;0
521;0
522;2
523;2
524;2
525;2
526;2
527;2
528;2
529;2
530;2
531;2
532;2
533;1
